[2023-03-11 01:13:51] [INFO    ] discord.client: logging in using static token
[2023-03-11 01:13:55] [DEBUG   ] discord.client: Dispatching event ready
[2023-03-11 01:13:55] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 3, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2023-03-11T07:13:55.396000+00:00', 'referenced_message': None, 'pinned': False, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1077716697231917180'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2023-02-21T22:21:23.731000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'avatar': None}, 'id': '1084011306375463012', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '***Hackerone URL changed.***', 'components': [], 'channel_id': '1083988375108866048', 'author': {'username': 'Bounty Program List', 'public_flags': 0, 'id': '1077714110952783982', 'display_name': None, 'discriminator': '9853', 'bot': True, 'avatar_decoration': None, 'avatar': None}, 'attachments': [], 'guild_id': '1077715462198145106'}}
[2023-03-11 01:13:55] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2023-03-11 01:13:55] [DEBUG   ] discord.client: Dispatching event message
[2023-03-11 01:13:55] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1083988375108866048/messages with {"content":"***Hackerone URL changed.***","components":[],"tts":false} has returned 200
[2023-03-11 01:13:55] [DEBUG   ] discord.http: POST /channels/{channel_id}/messages has found its initial rate limit bucket hash (1d3c67957bcdccc6709861c232df8529).
[2023-03-11 01:13:55] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1083988375108866048/messages has received {'id': '1084011306375463012', 'type': 0, 'content': '***Hackerone URL changed.***', 'channel_id': '1083988375108866048', 'author': {'id': '1077714110952783982', 'username': 'Bounty Program List', 'display_name': None, 'avatar': None, 'avatar_decoration': None, 'discriminator': '9853', 'public_flags': 0, 'bot': True}, 'attachments': [], 'embeds': [], 'mentions': [], 'mention_roles': [], 'pinned': False, 'mention_everyone': False, 'tts': False, 'timestamp': '2023-03-11T07:13:55.396000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'referenced_message': None}
[2023-03-11 01:13:55] [DEBUG   ] discord.gateway: Received WSMessage(type=<WSMsgType.CLOSING: 256>, data=None, extra=None)
[2023-03-11 01:13:55] [DEBUG   ] discord.gateway: Websocket closed with 1000, cannot reconnect.
[2023-03-11 01:13:55] [DEBUG   ] discord.client: Dispatching event disconnect
